2 100
97.9798 9600.0408 77094.2659 
43.4343 1886.5422 15222.6405 
15.1515 229.5684 1882.0018 
-89.8990 8081.8284 64384.9301 
57.5758 3314.9679 26692.4702 
-71.7172 5143.3527 40931.6702 
-97.9798 9600.0408 76506.3871 
-100.0000 10000.0000 79700.0000 
100.0000 10000.0000 80300.0000 
-23.2323 539.7408 4248.2298 
95.9596 9208.2441 73953.8312 
41.4141 1715.1311 13845.2913 
77.7778 6049.3827 48628.3951 
21.2121 449.9541 3663.2691 
-15.1515 229.5684 1791.0927 
-55.5556 3086.4198 24524.6914 
83.8384 7028.8746 56482.5120 
5.0505 25.5076 219.2123 
-63.6364 4049.5868 32205.7851 
59.5960 3551.6784 28592.2151 
25.2525 637.6900 5177.2778 
93.9394 8824.6097 70878.6961 
87.8788 7722.6814 62045.0872 
37.3737 1396.7962 11286.4912 
-43.4343 1886.5422 14962.0345 
-83.8384 7028.8746 55979.4817 
49.4949 2449.7500 19746.4851 
69.6970 4857.6676 39070.4316 
-35.3535 1249.8725 9892.9191 
47.4747 2253.8516 18173.2374 
9.0909 82.6446 688.4298 
29.2929 858.0757 6952.4844 
19.1919 368.3298 3004.2139 
-17.1717 294.8679 2307.4278 
-65.6566 4310.7846 34289.3072 
91.9192 8449.1378 67868.8603 
-31.3131 980.5122 7750.1581 
51.5152 2653.8108 21385.0321 
-1.0101 1.0203 5.1321 
-33.3333 1111.1111 8788.8889 
-51.5152 2653.8108 21075.9412 
31.3131 980.5122 7938.0369 
-79.7980 6367.7176 50702.3467 
3.0303 9.1827 82.5528 
13.1313 172.4314 1418.8450 
75.7576 5739.2103 46140.9550 
71.7172 5143.3527 41361.9733 
23.2323 539.7408 4387.6237 
-85.8586 7371.6968 58715.9984 
-19.1919 368.3298 2889.0623 
-49.4949 2449.7500 19449.5154 
-9.0909 82.6446 633.8843 
17.1717 294.8679 2410.4581 
61.6162 3796.5514 30557.2595 
-25.2525 637.6900 5025.7627 
45.4545 2066.1157 16665.2893 
63.6364 4049.5868 32587.6033 
65.6566 4310.7846 34683.2466 
-81.8182 6694.2149 53308.2645 
55.5556 3086.4198 24858.0247 
35.3535 1249.8725 10105.0403 
33.3333 1111.1111 8988.8889 
-41.4141 1715.1311 13596.8064 
67.6768 4580.1449 36844.1894 
1.0101 1.0203 11.1927 
11.1111 123.4568 1020.9877 
39.3939 1551.8825 12533.2415 
-21.2121 449.9541 3535.9963 
-27.2727 743.8017 5868.5950 
-95.9596 9208.2441 73378.0737 
-7.0707 49.9949 378.7471 
-73.7374 5437.2003 43276.3902 
-59.5960 3551.6784 28234.6393 
-47.4747 2253.8516 17888.3889 
-11.1111 123.4568 954.3210 
-57.5758 3314.9679 26347.0156 
27.2727 743.8017 6032.2314 
85.8586 7371.6968 59231.1499 
73.7374 5437.2003 43718.8144 
-67.6768 4580.1449 36438.1288 
-29.2929 858.0757 6776.7269 
-53.5354 2866.0341 22767.6666 
-93.9394 8824.6097 70315.0597 
-91.9192 8449.1378 67317.3452 
-5.0505 25.5076 188.9093 
53.5354 2866.0341 23088.8787 
89.8990 8081.8284 64924.3240 
-77.7778 6049.3827 48161.7284 
-37.3737 1396.7962 11062.2488 
79.7980 6367.7176 51181.1346 
-69.6970 4857.6676 38652.2498 
-45.4545 2066.1157 16392.5620 
-13.1313 172.4314 1340.0571 
-75.7576 5739.2103 45686.4096 
-3.0303 9.1827 64.3710 
-39.3939 1551.8825 12296.8779 
7.0707 49.9949 421.1713 
-61.6162 3796.5514 30187.5625 
-87.8788 7722.6814 61517.8145 
81.8182 6694.2149 53799.1736 
