2 100
57.5758 3314.9679 7148.3175 
-65.6566 4310.7846 8030.8601 
-73.7374 5437.2003 10210.9642 
-13.1313 172.4314 226.8810 
49.4949 2449.7500 5345.1546 
51.5152 2653.8108 5771.4580 
-43.4343 1886.5422 3382.3753 
-49.4949 2449.7500 4454.2455 
13.1313 172.4314 463.2446 
73.7374 5437.2003 11538.2369 
85.8586 7371.6968 15516.3208 
3.0303 9.1827 45.8382 
-19.1919 368.3298 564.1323 
47.4747 2253.8516 4935.1760 
9.0909 82.6446 247.3074 
19.1919 368.3298 909.5868 
-27.2727 743.8017 1242.3488 
45.4545 2066.1157 4541.5223 
100.0000 10000.0000 20900.2000 
-23.2323 539.7408 870.5908 
-17.1717 294.8679 435.3903 
-3.0303 9.1827 -8.7073 
87.8788 7722.6814 16236.4718 
-69.6970 4857.6676 9088.2624 
-87.8788 7722.6814 14654.6536 
-95.9596 9208.2441 17553.0517 
-75.7576 5739.2103 10796.8024 
-41.4141 1715.1311 3057.7349 
-47.4747 2253.8516 4080.6306 
-1.0101 1.0203 -6.8503 
79.7980 6367.7176 13453.8170 
-85.8586 7371.6968 13970.8663 
25.2525 637.6900 1502.8528 
-15.1515 229.5684 322.9732 
-33.3333 1111.1111 1922.4222 
-63.6364 4049.5868 7526.6463 
21.2121 449.9541 1091.0173 
-37.3737 1396.7962 2457.4289 
-83.8384 7028.8746 13303.4038 
-7.0707 49.9949 36.5534 
95.9596 9208.2441 19280.3245 
53.5354 2866.0341 6214.0863 
67.6768 4580.1449 9769.5807 
31.3131 980.5122 2243.0426 
93.9394 8824.6097 18494.8740 
-61.6162 3796.5514 7038.7573 
-93.9394 8824.6097 16803.9649 
5.0505 25.5076 96.6697 
-55.5556 3086.4198 5673.0395 
71.7172 5143.3527 10932.3600 
-79.7980 6367.7176 12017.4533 
-91.9192 8449.1378 16071.2030 
-35.3535 1249.8725 2181.7631 
-5.0505 25.5076 5.7607 
83.8384 7028.8746 14812.4947 
59.5960 3551.6784 7639.9204 
1.0101 1.0203 11.3315 
-71.7172 5143.3527 9641.4509 
65.6566 4310.7846 9212.6783 
27.2727 743.8017 1733.2579 
-67.6768 4580.1449 8551.3989 
97.9798 9600.0408 20082.0998 
11.1111 123.4568 347.1136 
29.2929 858.0757 1979.9878 
-9.0909 82.6446 83.6711 
35.3535 1249.8725 2818.1267 
-51.5152 2653.8108 4844.1853 
81.8182 6694.2149 14124.9934 
-57.5758 3314.9679 6111.9539 
37.3737 1396.7962 3130.1561 
43.4343 1886.5422 4164.1935 
7.0707 49.9949 163.8262 
33.3333 1111.1111 2522.4222 
-97.9798 9600.0408 18318.4634 
-59.5960 3551.6784 6567.1932 
-31.3131 980.5122 1679.4062 
-53.5354 2866.0341 5250.4500 
39.3939 1551.8825 3458.5104 
-39.3939 1551.8825 2749.4195 
-29.2929 858.0757 1452.7150 
69.6970 4857.6676 10342.8079 
75.7576 5739.2103 12160.4388 
17.1717 294.8679 744.4812 
63.6364 4049.5868 8672.1008 
61.6162 3796.5514 8147.8482 
41.4141 1715.1311 3803.1895 
-100.0000 10000.0000 19100.2000 
-81.8182 6694.2149 12652.2661 
89.8990 8081.8284 16972.9477 
91.9192 8449.1378 17725.7484 
55.5556 3086.4198 6673.0395 
-77.7778 6049.3827 11398.9654 
-45.4545 2066.1157 3723.3405 
-89.8990 8081.8284 15354.7659 
23.2323 539.7408 1288.7726 
-11.1111 123.4568 147.1136 
15.1515 229.5684 595.7005 
77.7778 6049.3827 12798.9654 
-21.2121 449.9541 709.1991 
-25.2525 637.6900 1048.3073 
