2 100
-13.1313 172.4314 41.1183 
-51.5152 2653.8108 2138.6593 
59.5960 3551.6784 4147.6380 
91.9192 8449.1378 9368.3298 
69.6970 4857.6676 5554.6373 
-89.8990 8081.8284 7182.8385 
-9.0909 82.6446 -8.2645 
-95.9596 9208.2441 8248.6481 
-49.4949 2449.7500 1954.8005 
-100.0000 10000.0000 9000.0000 
-19.1919 368.3298 176.4106 
81.8182 6694.2149 7512.3967 
35.3535 1249.8725 1603.4078 
25.2525 637.6900 890.2153 
3.0303 9.1827 39.4858 
-35.3535 1249.8725 896.3371 
53.5354 2866.0341 3401.3876 
-31.3131 980.5122 667.3809 
-79.7980 6367.7176 5569.7378 
-59.5960 3551.6784 2955.7188 
73.7374 5437.2003 6174.5740 
-41.4141 1715.1311 1300.9897 
-81.8182 6694.2149 5876.0331 
61.6162 3796.5514 4412.7130 
29.2929 858.0757 1151.0050 
15.1515 229.5684 381.0836 
67.6768 4580.1449 5256.9126 
95.9596 9208.2441 10167.8400 
-29.2929 858.0757 565.1464 
71.7172 5143.3527 5860.5244 
17.1717 294.8679 466.5850 
-53.5354 2866.0341 2330.6805 
33.3333 1111.1111 1444.4444 
7.0707 49.9949 120.7020 
37.3737 1396.7962 1770.5336 
1.0101 1.0203 11.1213 
-55.5556 3086.4198 2530.8642 
79.7980 6367.7176 7165.6974 
45.4545 2066.1157 2520.6612 
-25.2525 637.6900 385.1648 
47.4747 2253.8516 2728.5991 
-63.6364 4049.5868 3413.2231 
-37.3737 1396.7962 1023.0589 
83.8384 7028.8746 7867.2584 
39.3939 1551.8825 1945.8219 
-5.0505 25.5076 -24.9974 
13.1313 172.4314 303.7445 
-77.7778 6049.3827 5271.6049 
87.8788 7722.6814 8601.4692 
21.2121 449.9541 662.0753 
-57.5758 3314.9679 2739.2103 
-93.9394 8824.6097 7885.2158 
-33.3333 1111.1111 777.7778 
19.1919 368.3298 560.2490 
57.5758 3314.9679 3890.7254 
41.4141 1715.1311 2129.2725 
-7.0707 49.9949 -20.7122 
31.3131 980.5122 1293.6435 
11.1111 123.4568 234.5679 
43.4343 1886.5422 2320.8856 
27.2727 743.8017 1016.5289 
97.9798 9600.0408 10579.8388 
-71.7172 5143.3527 4426.1810 
-1.0101 1.0203 -9.0807 
65.6566 4310.7846 4967.3503 
-21.2121 449.9541 237.8329 
89.8990 8081.8284 8980.8183 
77.7778 6049.3827 6827.1605 
85.8586 7371.6968 8230.2826 
93.9394 8824.6097 9764.0037 
-91.9192 8449.1378 7529.9459 
23.2323 539.7408 772.0641 
-73.7374 5437.2003 4699.8265 
55.5556 3086.4198 3641.9753 
100.0000 10000.0000 11000.0000 
-67.6768 4580.1449 3903.3772 
-87.8788 7722.6814 6843.8935 
-75.7576 5739.2103 4981.6345 
-39.3939 1551.8825 1157.9431 
-69.6970 4857.6676 4160.6979 
-65.6566 4310.7846 3654.2190 
-3.0303 9.1827 -21.1203 
63.6364 4049.5868 4685.9504 
-27.2727 743.8017 471.0744 
5.0505 25.5076 76.0127 
-23.2323 539.7408 307.4176 
51.5152 2653.8108 3168.9624 
-11.1111 123.4568 12.3457 
-85.8586 7371.6968 6513.1109 
-15.1515 229.5684 78.0533 
-61.6162 3796.5514 3180.3898 
-83.8384 7028.8746 6190.4908 
9.0909 82.6446 173.5537 
75.7576 5739.2103 6496.7860 
49.4949 2449.7500 2944.6995 
-97.9798 9600.0408 8620.2428 
-47.4747 2253.8516 1779.1042 
-43.4343 1886.5422 1452.1988 
-17.1717 294.8679 123.1507 
-45.4545 2066.1157 1611.5702 
