2 100
51.5152 2653.8108 16181.0408 
-3.0303 9.1827 40.5449 
-47.4747 2253.8516 13286.3361 
-25.2525 637.6900 3700.4776 
9.0909 82.6446 541.9223 
85.8586 7371.6968 44660.0735 
77.7778 6049.3827 36685.7852 
-17.1717 294.8679 1683.9486 
53.5354 2866.0341 17464.4812 
-97.9798 9600.0408 57110.9459 
65.6566 4310.7846 26193.5905 
-41.4141 1715.1311 10084.3159 
-11.1111 123.4568 685.7852 
89.8990 8081.8284 48941.0653 
-95.9596 9208.2441 54770.2664 
97.9798 9600.0408 58090.7439 
-27.2727 743.8017 4327.0463 
-93.9394 8824.6097 52478.5614 
91.9192 8449.1378 51155.0230 
-43.4343 1886.5422 11102.6814 
79.7980 6367.7176 38605.8954 
59.5960 3551.6784 21608.6502 
-45.4545 2066.1157 12170.0215 
-85.8586 7371.6968 43801.4877 
73.7374 5437.2003 32992.4886 
-75.7576 5739.2103 34057.0738 
-73.7374 5437.2003 32255.1148 
13.1313 172.4314 1100.8449 
43.4343 1886.5422 11537.0249 
69.6970 4857.6676 29495.0904 
75.7576 5739.2103 34814.6496 
-39.3939 1551.8825 9114.9251 
-77.7778 6049.3827 35908.0074 
-71.7172 5143.3527 30502.1305 
37.3737 1396.7962 8568.2462 
-9.0909 82.6446 451.0132 
-81.8182 6694.2149 39756.7983 
27.2727 743.8017 4599.7736 
-31.3131 980.5122 5727.1075 
61.6162 3796.5514 23087.9890 
-49.4949 2449.7500 14451.6254 
-37.3737 1396.7962 8194.5088 
21.2121 449.9541 2806.3851 
3.0303 9.1827 70.8479 
-89.8990 8081.8284 48042.0754 
41.4141 1715.1311 10498.4574 
-1.0101 1.0203 1.6713 
95.9596 9208.2441 55729.8623 
47.4747 2253.8516 13761.0836 
31.3131 980.5122 6040.2388 
-23.2323 539.7408 3122.8834 
25.2525 637.6900 3953.0028 
-61.6162 3796.5514 22471.8274 
-55.5556 3086.4198 18241.3407 
33.3333 1111.1111 6833.9333 
-65.6566 4310.7846 25537.0249 
15.1515 229.5684 1453.7680 
-87.8788 7722.6814 45897.2942 
-69.6970 4857.6676 28798.1207 
-59.5960 3551.6784 21012.6906 
-67.6768 4580.1449 27143.0855 
1.0101 1.0203 11.7723 
81.8182 6694.2149 40574.9802 
-63.6364 4049.5868 23979.9388 
83.8384 7028.8746 42593.0395 
-13.1313 172.4314 969.5317 
-35.3535 1249.8725 7323.0671 
57.5758 3314.9679 20178.2860 
-21.2121 449.9541 2594.2639 
-57.5758 3314.9679 19602.5284 
93.9394 8824.6097 53417.9554 
63.6364 4049.5868 24616.3025 
67.6768 4580.1449 27819.8531 
-83.8384 7028.8746 41754.6557 
-29.2929 858.0757 5002.5896 
-7.0707 49.9949 265.2159 
-51.5152 2653.8108 15665.8893 
-15.1515 229.5684 1302.2529 
71.7172 5143.3527 31219.3022 
35.3535 1249.8725 7676.6024 
39.3939 1551.8825 9508.8645 
23.2323 539.7408 3355.2067 
17.1717 294.8679 1855.6658 
49.4949 2449.7500 14946.5749 
29.2929 858.0757 5295.5189 
-79.7980 6367.7176 37807.9156 
87.8788 7722.6814 46776.0821 
11.1111 123.4568 796.8963 
55.5556 3086.4198 18796.8963 
-19.1919 368.3298 2114.6190 
-33.3333 1111.1111 6500.6000 
45.4545 2066.1157 12624.5669 
5.0505 25.5076 178.8981 
-53.5354 2866.0341 16929.1277 
19.1919 368.3298 2306.5382 
100.0000 10000.0000 60500.6000 
-5.0505 25.5076 128.3931 
-91.9192 8449.1378 50235.8311 
7.0707 49.9949 335.9229 
-100.0000 10000.0000 59500.6000 
