2 100
7.0707 49.9949 378.9471 
-75.7576 5739.2103 39872.1417 
71.7172 5143.3527 36291.0377 
-57.5758 3314.9679 22975.1720 
93.9394 8824.6097 62148.7257 
-91.9192 8449.1378 58776.9881 
-83.8384 7028.8746 48867.4687 
35.3535 1249.8725 8891.2214 
-25.2525 637.6900 4363.5201 
13.1313 172.4314 1260.2449 
-5.0505 25.5076 159.0512 
-45.4545 2066.1157 14281.6917 
77.7778 6049.3827 42657.4901 
-39.3939 1551.8825 10706.3015 
75.7576 5739.2103 40478.2023 
-15.1515 229.5684 1547.0728 
-3.0303 9.1827 52.8579 
39.3939 1551.8825 11021.4530 
57.5758 3314.9679 23435.7781 
-49.4949 2449.7500 16950.9704 
-85.8586 7371.6968 51259.1430 
-63.6364 4049.5868 28093.2620 
-67.6768 4580.1449 31791.0071 
49.4949 2449.7500 17346.9300 
51.5152 2653.8108 18783.4365 
55.5556 3086.4198 21827.8605 
-23.2323 539.7408 3685.9566 
-89.8990 8081.8284 56213.9027 
100.0000 10000.0000 70400.7000 
53.5354 2866.0341 20277.0800 
-53.5354 2866.0341 19848.7971 
-55.5556 3086.4198 21383.4160 
-43.4343 1886.5422 13032.7580 
15.1515 229.5684 1668.2849 
69.6970 4857.6676 34283.1610 
91.9192 8449.1378 59512.3417 
95.9596 9208.2441 64842.2468 
85.8586 7371.6968 51946.0117 
45.4545 2066.1157 14645.3281 
-87.8788 7722.6814 53707.9544 
83.8384 7028.8746 49538.1758 
-97.9798 9600.0408 66809.0665 
11.1111 123.4568 909.3420 
37.3737 1396.7962 9927.7687 
73.7374 5437.2003 38356.0515 
17.1717 294.8679 2133.4620 
-11.1111 123.4568 820.4531 
43.4343 1886.5422 13380.2327 
-33.3333 1111.1111 7645.1444 
79.7980 6367.7176 44893.9150 
27.2727 743.8017 5316.4025 
19.1919 368.3298 2655.7760 
33.3333 1111.1111 7911.8111 
-21.2121 449.9541 3065.5301 
87.8788 7722.6814 54410.9847 
-27.2727 743.8017 5098.2207 
21.2121 449.9541 3235.2271 
81.8182 6694.2149 47187.4769 
-77.7778 6049.3827 42035.2679 
65.6566 4310.7846 30438.8186 
25.2525 637.6900 4565.5403 
23.2323 539.7408 3871.8152 
31.3131 980.5122 6989.5379 
-17.1717 294.8679 1996.0882 
63.6364 4049.5868 28602.3529 
29.2929 858.0757 6124.4017 
1.0101 1.0203 11.8825 
-37.3737 1396.7962 9628.7788 
-81.8182 6694.2149 46532.9314 
67.6768 4580.1449 32332.4213 
-61.6162 3796.5514 26330.0950 
-47.4747 2253.8516 15587.7625 
-29.2929 858.0757 5890.0582 
-65.6566 4310.7846 29913.5660 
-51.5152 2653.8108 18371.3152 
97.9798 9600.0408 67592.9049 
-1.0101 1.0203 3.8017 
-100.0000 10000.0000 69600.7000 
-7.0707 49.9949 322.3815 
89.8990 8081.8284 56933.0947 
59.5960 3551.6784 25100.8326 
-9.0909 82.6446 542.8488 
-35.3535 1249.8725 8608.3931 
-95.9596 9208.2441 64074.5700 
3.0303 9.1827 77.1004 
-93.9394 8824.6097 61397.2106 
-73.7374 5437.2003 37766.1525 
-31.3131 980.5122 6739.0328 
41.4141 1715.1311 12172.2743 
47.4747 2253.8516 15967.5605 
-41.4141 1715.1311 11840.9612 
-71.7172 5143.3527 35717.3003 
-59.5960 3551.6784 24624.0650 
-19.1919 368.3298 2502.2407 
-79.7980 6367.7176 44255.5311 
9.0909 82.6446 615.5760 
-69.6970 4857.6676 33725.5852 
-13.1313 172.4314 1155.1944 
61.6162 3796.5514 26823.0243 
5.0505 25.5076 199.4552 
