2 100
-39.3939 1551.8825 7759.4123 
63.6364 4049.5868 20247.9339 
43.4343 1886.5422 9432.7109 
-15.1515 229.5684 1147.8421 
-65.6566 4310.7846 21553.9231 
23.2323 539.7408 2698.7042 
47.4747 2253.8516 11269.2582 
-97.9798 9600.0408 48000.2041 
-3.0303 9.1827 45.9137 
97.9798 9600.0408 48000.2041 
-69.6970 4857.6676 24288.3379 
-13.1313 172.4314 862.1569 
65.6566 4310.7846 21553.9231 
-31.3131 980.5122 4902.5610 
-95.9596 9208.2441 46041.2203 
-41.4141 1715.1311 8575.6555 
61.6162 3796.5514 18982.7569 
29.2929 858.0757 4290.3785 
-53.5354 2866.0341 14330.1704 
-85.8586 7371.6968 36858.4838 
67.6768 4580.1449 22900.7244 
-93.9394 8824.6097 44123.0487 
100.0000 10000.0000 50000.0000 
-1.0101 1.0203 5.1015 
-87.8788 7722.6814 38613.4068 
89.8990 8081.8284 40409.1419 
17.1717 294.8679 1474.3394 
-37.3737 1396.7962 6983.9812 
75.7576 5739.2103 28696.0514 
15.1515 229.5684 1147.8421 
79.7980 6367.7176 31838.5879 
-67.6768 4580.1449 22900.7244 
41.4141 1715.1311 8575.6555 
-33.3333 1111.1111 5555.5556 
-25.2525 637.6900 3188.4502 
71.7172 5143.3527 25716.7636 
57.5758 3314.9679 16574.8393 
-17.1717 294.8679 1474.3394 
69.6970 4857.6676 24288.3379 
-49.4949 2449.7500 12248.7501 
-100.0000 10000.0000 50000.0000 
87.8788 7722.6814 38613.4068 
-71.7172 5143.3527 25716.7636 
81.8182 6694.2149 33471.0744 
-73.7374 5437.2003 27186.0014 
-9.0909 82.6446 413.2231 
-63.6364 4049.5868 20247.9339 
-79.7980 6367.7176 31838.5879 
-89.8990 8081.8284 40409.1419 
33.3333 1111.1111 5555.5556 
-91.9192 8449.1378 42245.6892 
91.9192 8449.1378 42245.6892 
59.5960 3551.6784 17758.3920 
11.1111 123.4568 617.2840 
85.8586 7371.6968 36858.4838 
49.4949 2449.7500 12248.7501 
5.0505 25.5076 127.5380 
53.5354 2866.0341 14330.1704 
55.5556 3086.4198 15432.0988 
-57.5758 3314.9679 16574.8393 
35.3535 1249.8725 6249.3623 
93.9394 8824.6097 44123.0487 
95.9596 9208.2441 46041.2203 
-59.5960 3551.6784 17758.3920 
51.5152 2653.8108 13269.0542 
21.2121 449.9541 2249.7704 
39.3939 1551.8825 7759.4123 
-29.2929 858.0757 4290.3785 
19.1919 368.3298 1841.6488 
-77.7778 6049.3827 30246.9136 
-27.2727 743.8017 3719.0083 
83.8384 7028.8746 35144.3730 
-47.4747 2253.8516 11269.2582 
-81.8182 6694.2149 33471.0744 
31.3131 980.5122 4902.5610 
25.2525 637.6900 3188.4502 
-45.4545 2066.1157 10330.5785 
-19.1919 368.3298 1841.6488 
7.0707 49.9949 249.9745 
-61.6162 3796.5514 18982.7569 
45.4545 2066.1157 10330.5785 
-55.5556 3086.4198 15432.0988 
-21.2121 449.9541 2249.7704 
73.7374 5437.2003 27186.0014 
37.3737 1396.7962 6983.9812 
9.0909 82.6446 413.2231 
-83.8384 7028.8746 35144.3730 
27.2727 743.8017 3719.0083 
13.1313 172.4314 862.1569 
-7.0707 49.9949 249.9745 
77.7778 6049.3827 30246.9136 
-11.1111 123.4568 617.2840 
3.0303 9.1827 45.9137 
-5.0505 25.5076 127.5380 
-51.5152 2653.8108 13269.0542 
-23.2323 539.7408 2698.7042 
-75.7576 5739.2103 28696.0514 
1.0101 1.0203 5.1015 
-43.4343 1886.5422 9432.7109 
-35.3535 1249.8725 6249.3623 
