2 100
35.3535 1249.8725 12534.0782 
-43.4343 1886.5422 18821.9876 
-81.8182 6694.2149 66860.3306 
-91.9192 8449.1378 84399.4592 
27.2727 743.8017 7465.2893 
25.2525 637.6900 6402.1528 
-77.7778 6049.3827 60416.0494 
49.4949 2449.7500 24546.9952 
7.0707 49.9949 507.0197 
-93.9394 8824.6097 88152.1579 
-79.7980 6367.7176 63597.3778 
-51.5152 2653.8108 26486.5932 
79.7980 6367.7176 63756.9738 
3.0303 9.1827 94.8577 
-39.3939 1551.8825 15479.4307 
63.6364 4049.5868 40559.5041 
67.6768 4580.1449 45869.1256 
-61.6162 3796.5514 37903.8976 
95.9596 9208.2441 92178.4002 
-9.0909 82.6446 817.3554 
-89.8990 8081.8284 80728.3849 
29.2929 858.0757 8610.0500 
69.6970 4857.6676 48646.3728 
-41.4141 1715.1311 17109.8969 
75.7576 5739.2103 57467.8604 
77.7778 6049.3827 60571.6049 
-100.0000 10000.0000 99900.0000 
-67.6768 4580.1449 45733.7721 
45.4545 2066.1157 20706.6116 
-95.9596 9208.2441 91986.4810 
-5.0505 25.5076 250.0255 
59.5960 3551.6784 35576.3800 
-53.5354 2866.0341 28606.8054 
-83.8384 7028.8746 70204.9077 
100.0000 10000.0000 100100.0000 
41.4141 1715.1311 17192.7252 
97.9798 9600.0408 96098.3879 
-69.6970 4857.6676 48506.9789 
-75.7576 5739.2103 57316.3453 
-65.6566 4310.7846 43042.1896 
15.1515 229.5684 2310.8356 
-25.2525 637.6900 6351.6478 
-31.3131 980.5122 9773.8088 
91.9192 8449.1378 84583.2976 
-73.7374 5437.2003 54298.2655 
13.1313 172.4314 1737.4452 
-13.1313 172.4314 1711.1825 
-59.5960 3551.6784 35457.1880 
93.9394 8824.6097 88340.0367 
-21.2121 449.9541 4478.3287 
11.1111 123.4568 1245.6790 
53.5354 2866.0341 28713.8761 
65.6566 4310.7846 43173.5027 
-85.8586 7371.6968 73631.1091 
-23.2323 539.7408 5374.1761 
-37.3737 1396.7962 13930.5887 
39.3939 1551.8825 15558.2185 
-87.8788 7722.6814 77138.9348 
-63.6364 4049.5868 40432.2314 
57.5758 3314.9679 33207.2544 
-17.1717 294.8679 2931.5070 
-57.5758 3314.9679 33092.1028 
33.3333 1111.1111 11144.4444 
31.3131 980.5122 9836.4351 
-33.3333 1111.1111 11077.7778 
-97.9798 9600.0408 95902.4283 
1.0101 1.0203 11.2131 
83.8384 7028.8746 70372.5844 
-27.2727 743.8017 7410.7438 
9.0909 82.6446 835.5372 
-19.1919 368.3298 3664.1057 
73.7374 5437.2003 54445.7402 
61.6162 3796.5514 38027.1299 
-11.1111 123.4568 1223.4568 
-47.4747 2253.8516 22491.0417 
-3.0303 9.1827 88.7971 
21.2121 449.9541 4520.7530 
-1.0101 1.0203 9.1929 
51.5152 2653.8108 26589.6235 
23.2323 539.7408 5420.6408 
19.1919 368.3298 3702.4895 
55.5556 3086.4198 30919.7531 
37.3737 1396.7962 14005.3362 
-71.7172 5143.3527 51361.8100 
17.1717 294.8679 2965.8504 
43.4343 1886.5422 18908.8562 
-55.5556 3086.4198 30808.6420 
-7.0707 49.9949 492.8783 
85.8586 7371.6968 73802.8262 
47.4747 2253.8516 22585.9912 
-49.4949 2449.7500 24448.0053 
-35.3535 1249.8725 12463.3711 
89.8990 8081.8284 80908.1828 
87.8788 7722.6814 77314.6924 
81.8182 6694.2149 67023.9669 
71.7172 5143.3527 51505.2444 
5.0505 25.5076 260.1265 
-45.4545 2066.1157 20615.7025 
-29.2929 858.0757 8551.4641 
-15.1515 229.5684 2280.5326 
