2 100
-5.0505 25.5076 76.5228 
55.5556 3086.4198 9259.2593 
53.5354 2866.0341 8598.1022 
-49.4949 2449.7500 7349.2501 
9.0909 82.6446 247.9339 
49.4949 2449.7500 7349.2501 
-63.6364 4049.5868 12148.7603 
69.6970 4857.6676 14573.0028 
25.2525 637.6900 1913.0701 
100.0000 10000.0000 30000.0000 
73.7374 5437.2003 16311.6009 
87.8788 7722.6814 23168.0441 
-83.8384 7028.8746 21086.6238 
-17.1717 294.8679 884.6036 
97.9798 9600.0408 28800.1224 
-11.1111 123.4568 370.3704 
65.6566 4310.7846 12932.3538 
-45.4545 2066.1157 6198.3471 
15.1515 229.5684 688.7052 
-53.5354 2866.0341 8598.1022 
-71.7172 5143.3527 15430.0582 
43.4343 1886.5422 5659.6266 
71.7172 5143.3527 15430.0582 
-1.0101 1.0203 3.0609 
63.6364 4049.5868 12148.7603 
11.1111 123.4568 370.3704 
-67.6768 4580.1449 13740.4346 
19.1919 368.3298 1104.9893 
17.1717 294.8679 884.6036 
57.5758 3314.9679 9944.9036 
-57.5758 3314.9679 9944.9036 
5.0505 25.5076 76.5228 
-39.3939 1551.8825 4655.6474 
-27.2727 743.8017 2231.4050 
-77.7778 6049.3827 18148.1481 
33.3333 1111.1111 3333.3333 
-41.4141 1715.1311 5145.3933 
95.9596 9208.2441 27624.7322 
3.0303 9.1827 27.5482 
83.8384 7028.8746 21086.6238 
89.8990 8081.8284 24245.4852 
81.8182 6694.2149 20082.6446 
67.6768 4580.1449 13740.4346 
-33.3333 1111.1111 3333.3333 
77.7778 6049.3827 18148.1481 
-79.7980 6367.7176 19103.1527 
-23.2323 539.7408 1619.2225 
91.9192 8449.1378 25347.4135 
-55.5556 3086.4198 9259.2593 
-93.9394 8824.6097 26473.8292 
27.2727 743.8017 2231.4050 
-89.8990 8081.8284 24245.4852 
85.8586 7371.6968 22115.0903 
-37.3737 1396.7962 4190.3887 
7.0707 49.9949 149.9847 
-29.2929 858.0757 2574.2271 
-65.6566 4310.7846 12932.3538 
-51.5152 2653.8108 7961.4325 
-81.8182 6694.2149 20082.6446 
-85.8586 7371.6968 22115.0903 
35.3535 1249.8725 3749.6174 
-3.0303 9.1827 27.5482 
-43.4343 1886.5422 5659.6266 
-21.2121 449.9541 1349.8623 
47.4747 2253.8516 6761.5549 
-47.4747 2253.8516 6761.5549 
-15.1515 229.5684 688.7052 
39.3939 1551.8825 4655.6474 
-19.1919 368.3298 1104.9893 
-97.9798 9600.0408 28800.1224 
75.7576 5739.2103 17217.6309 
21.2121 449.9541 1349.8623 
-35.3535 1249.8725 3749.6174 
59.5960 3551.6784 10655.0352 
-95.9596 9208.2441 27624.7322 
29.2929 858.0757 2574.2271 
-87.8788 7722.6814 23168.0441 
-61.6162 3796.5514 11389.6541 
61.6162 3796.5514 11389.6541 
37.3737 1396.7962 4190.3887 
-91.9192 8449.1378 25347.4135 
41.4141 1715.1311 5145.3933 
-100.0000 10000.0000 30000.0000 
-7.0707 49.9949 149.9847 
-59.5960 3551.6784 10655.0352 
-9.0909 82.6446 247.9339 
-25.2525 637.6900 1913.0701 
79.7980 6367.7176 19103.1527 
-13.1313 172.4314 517.2942 
-73.7374 5437.2003 16311.6009 
93.9394 8824.6097 26473.8292 
31.3131 980.5122 2941.5366 
-69.6970 4857.6676 14573.0028 
1.0101 1.0203 3.0609 
45.4545 2066.1157 6198.3471 
-75.7576 5739.2103 17217.6309 
-31.3131 980.5122 2941.5366 
13.1313 172.4314 517.2942 
51.5152 2653.8108 7961.4325 
23.2323 539.7408 1619.2225 
