2 100
-55.5556 3086.4198 5672.8395 
-59.5960 3551.6784 6566.9932 
13.1313 172.4314 463.0446 
-5.0505 25.5076 5.5607 
-95.9596 9208.2441 17552.8517 
71.7172 5143.3527 10932.1600 
-57.5758 3314.9679 6111.7539 
-21.2121 449.9541 708.9991 
-49.4949 2449.7500 4454.0455 
-75.7576 5739.2103 10796.6024 
41.4141 1715.1311 3802.9895 
-39.3939 1551.8825 2749.2195 
-41.4141 1715.1311 3057.5349 
-73.7374 5437.2003 10210.7642 
-11.1111 123.4568 146.9136 
-23.2323 539.7408 870.3908 
75.7576 5739.2103 12160.2388 
-85.8586 7371.6968 13970.6663 
-33.3333 1111.1111 1922.2222 
77.7778 6049.3827 12798.7654 
17.1717 294.8679 744.2812 
100.0000 10000.0000 20900.0000 
79.7980 6367.7176 13453.6170 
53.5354 2866.0341 6213.8863 
25.2525 637.6900 1502.6528 
51.5152 2653.8108 5771.2580 
91.9192 8449.1378 17725.5484 
89.8990 8081.8284 16972.7477 
95.9596 9208.2441 19280.1245 
-69.6970 4857.6676 9088.0624 
27.2727 743.8017 1733.0579 
-83.8384 7028.8746 13303.2038 
-43.4343 1886.5422 3382.1753 
9.0909 82.6446 247.1074 
-25.2525 637.6900 1048.1073 
-17.1717 294.8679 435.1903 
43.4343 1886.5422 4163.9935 
7.0707 49.9949 163.6262 
61.6162 3796.5514 8147.6482 
11.1111 123.4568 346.9136 
-13.1313 172.4314 226.6810 
-1.0101 1.0203 -7.0503 
83.8384 7028.8746 14812.2947 
-89.8990 8081.8284 15354.5659 
-3.0303 9.1827 -8.9073 
-67.6768 4580.1449 8551.1989 
-61.6162 3796.5514 7038.5573 
-65.6566 4310.7846 8030.6601 
-87.8788 7722.6814 14654.4536 
-9.0909 82.6446 83.4711 
-19.1919 368.3298 563.9323 
85.8586 7371.6968 15516.1208 
57.5758 3314.9679 7148.1175 
35.3535 1249.8725 2817.9267 
39.3939 1551.8825 3458.3104 
69.6970 4857.6676 10342.6079 
87.8788 7722.6814 16236.2718 
-15.1515 229.5684 322.7732 
63.6364 4049.5868 8671.9008 
1.0101 1.0203 11.1315 
-53.5354 2866.0341 5250.2500 
-91.9192 8449.1378 16071.0030 
-97.9798 9600.0408 18318.2634 
-29.2929 858.0757 1452.5150 
-81.8182 6694.2149 12652.0661 
-79.7980 6367.7176 12017.2533 
31.3131 980.5122 2242.8426 
37.3737 1396.7962 3129.9561 
47.4747 2253.8516 4934.9760 
5.0505 25.5076 96.4697 
21.2121 449.9541 1090.8173 
3.0303 9.1827 45.6382 
-7.0707 49.9949 36.3534 
65.6566 4310.7846 9212.4783 
81.8182 6694.2149 14124.7934 
59.5960 3551.6784 7639.7204 
45.4545 2066.1157 4541.3223 
19.1919 368.3298 909.3868 
67.6768 4580.1449 9769.3807 
-100.0000 10000.0000 19100.0000 
-93.9394 8824.6097 16803.7649 
23.2323 539.7408 1288.5726 
-31.3131 980.5122 1679.2062 
-63.6364 4049.5868 7526.4463 
15.1515 229.5684 595.5005 
93.9394 8824.6097 18494.6740 
-27.2727 743.8017 1242.1488 
-71.7172 5143.3527 9641.2509 
55.5556 3086.4198 6672.8395 
49.4949 2449.7500 5344.9546 
33.3333 1111.1111 2522.2222 
97.9798 9600.0408 20081.8998 
73.7374 5437.2003 11538.0369 
-35.3535 1249.8725 2181.5631 
-77.7778 6049.3827 11398.7654 
-37.3737 1396.7962 2457.2289 
-45.4545 2066.1157 3723.1405 
29.2929 858.0757 1979.7878 
-51.5152 2653.8108 4843.9853 
-47.4747 2253.8516 4080.4306 
