2 100
6273.3856 4049.5868 20270.0729 
168.1406 1715.1311 3248.9590 
1012.2570 2653.8108 11560.8428 
-1475.1897 2066.1157 5284.4458 
0.9700 49.9949 248.1084 
75.3092 10000.0000 39022.3975 
-673.8171 8081.8284 31605.0536 
-1110.2590 1551.8825 -1068.6139 
3250.3608 3796.5514 16730.2563 
-5856.9332 980.5122 8242.1386 
-1158.9719 6694.2149 23160.5679 
273.0819 7371.6968 29203.0705 
-3903.1686 82.6446 -1526.3510 
-7281.2697 6049.3827 21658.5169 
-3185.0543 9.1827 -6924.6221 
2729.2230 3551.6784 16048.8038 
-2624.8677 2653.8108 14607.6637 
-1128.5874 82.6446 -2185.3586 
-141.0971 5437.2003 27307.0455 
388.9781 1.0203 -3745.6810 
65.3386 1551.8825 7146.5818 
-59.7011 1886.5422 7677.1632 
-5388.0698 1249.8725 660.2887 
4030.7562 5143.3527 19203.9818 
673.7532 1111.1111 5148.7773 
-1236.1033 8449.1378 31344.9771 
2994.0882 10000.0000 47343.7395 
157.6774 9600.0408 36406.7603 
1740.1048 368.3298 902.4788 
1267.2659 6049.3827 27675.3055 
-2869.8571 9600.0408 42761.8701 
-64.0330 4580.1449 16607.4166 
3031.9179 123.4568 -5411.5745 
3393.2756 123.4568 -4320.1110 
-5053.7233 8824.6097 36657.2948 
-1775.5502 3314.9679 13435.9384 
2866.0561 7028.8746 26093.6024 
-2132.1785 743.8017 4963.9752 
1563.7036 1111.1111 5594.3325 
-1489.5611 4310.7846 16299.3785 
378.4019 8449.1378 28881.0297 
3098.0736 9208.2441 42674.1173 
-2585.8802 7722.6814 36136.2772 
40.0926 1886.5422 7955.2025 
-1187.3780 1396.7962 9409.2242 
124.9394 6367.7176 25952.2217 
5638.0785 637.6900 4516.0161 
-5603.7785 4310.7846 13728.5934 
-404.8761 539.7408 4587.6509 
952.2004 2866.0341 9694.0051 
183.7875 4049.5868 16726.1364 
1138.4644 8081.8284 37401.2007 
-1594.3813 449.9541 1062.8974 
1721.1330 1715.1311 5904.9627 
-6926.5923 9208.2441 38731.7288 
-5113.8485 49.9949 81.8103 
-53.1939 3551.6784 14639.6116 
381.7663 2866.0341 7024.2159 
586.5049 2449.7500 4668.0835 
-3389.5244 7371.6968 27708.6754 
-476.6405 1249.8725 5209.4082 
-3956.7807 5437.2003 26050.9142 
-155.5261 858.0757 3264.2834 
-197.4915 229.5684 -800.9886 
-4918.1232 1.0203 -4389.4699 
-2508.3993 539.7408 464.6044 
-5058.8687 5143.3527 25430.1770 
531.4607 25.5076 -2660.5244 
3.1401 25.5076 136.5589 
-1121.0600 5739.2103 22598.8672 
3479.2092 2449.7500 5372.7274 
266.2552 7028.8746 26444.0423 
4208.9421 858.0757 6116.0699 
1314.8058 2253.8516 6681.9956 
-287.5835 4857.6676 26448.3362 
-6120.6150 449.9541 745.9845 
4096.9264 3796.5514 15782.4693 
-62.7786 172.4314 -1211.8474 
5515.9370 4580.1449 24281.2482 
-778.0853 8824.6097 36598.0355 
-6663.7393 2066.1157 9116.2286 
2018.2160 294.8679 -2172.1897 
625.6335 3086.4198 11219.1573 
6181.0384 743.8017 2644.6239 
-57.9102 3086.4198 11973.1828 
580.3345 368.3298 -5429.0595 
-5791.6270 3314.9679 16465.1805 
844.1251 980.5122 10963.3599 
-642.0846 172.4314 5858.9398 
-2003.5561 5739.2103 27616.7502 
-4308.8798 2253.8516 3886.7429 
622.7901 229.5684 -1613.7866 
-5525.5933 637.6900 4374.3544 
4398.2293 294.8679 3922.6718 
2366.1784 7722.6814 39049.4309 
-6767.1806 1396.7962 1451.0754 
-191.1030 9.1827 1289.0947 
-4150.9723 4857.6676 22398.2438 
1520.1730 6367.7176 22862.1868 
993.9067 6694.2149 27113.7477 
