2 100
672.8698 637.6900 3479.5828 
614.1738 5739.2103 44010.1877 
-5808.6655 82.6446 10728.0397 
475.7644 3551.6784 22705.9030 
2258.0724 2066.1157 14877.6336 
8781.5859 1.0203 -1176.1371 
-311.7356 1551.8825 8530.1924 
4863.8971 7028.8746 48131.1613 
-3895.3305 229.5684 -6449.9525 
9354.9093 10000.0000 65609.8843 
1626.6046 9.1827 -741.6689 
-8918.2002 49.9949 2856.6724 
5229.2256 8449.1378 62697.0560 
1727.0831 3314.9679 20231.0142 
162.1261 7028.8746 46680.8976 
10356.6461 7722.6814 57023.6034 
659.3230 9208.2441 64618.3708 
5228.3892 2066.1157 5068.8505 
6016.4609 1886.5422 23282.6444 
-5905.8160 858.0757 455.6637 
-9682.3598 980.5122 13808.3472 
-7256.1642 2449.7500 10682.7697 
-746.0629 6049.3827 34917.9211 
1247.6273 2866.0341 6639.3250 
-2541.6390 637.6900 6927.4197 
5278.9858 4857.6676 39588.7694 
7206.2291 10000.0000 76807.3095 
-9055.1543 1249.8725 7486.9075 
3643.6383 1249.8725 16782.9826 
-1005.8365 1715.1311 7608.6726 
4688.1580 1396.7962 18828.1120 
-96.4919 8081.8284 54606.2137 
-3529.8574 3086.4198 27488.7781 
-6285.9316 25.5076 9930.3067 
-1952.0485 4857.6676 34185.9778 
9425.9960 7371.6968 55447.7782 
-172.6545 9600.0408 67227.9116 
12371.9074 7722.6814 50019.0182 
-6206.6819 3086.4198 22565.1163 
525.8994 4580.1449 31069.5877 
-10907.6277 294.8679 2632.3127 
-4724.6012 8449.1378 48306.6569 
3570.0771 980.5122 1993.5794 
281.9479 1715.1311 15107.1447 
6777.0896 4310.7846 22036.3674 
-5555.2061 743.8017 9354.4510 
-7508.5397 8081.8284 67335.4754 
-5424.1170 368.3298 260.8266 
1058.5638 49.9949 891.6712 
-13428.8747 1111.1111 9358.3351 
4714.3556 3551.6784 26424.1455 
-211.1681 294.8679 1801.9291 
652.7928 229.5684 11189.9451 
144.6801 6694.2149 46323.7004 
-1749.7361 2253.8516 15308.9713 
-3057.1633 4049.5868 33701.4692 
2826.2215 25.5076 2999.4752 
7045.7444 82.6446 -3375.4642 
12077.2949 2653.8108 14671.1765 
-7422.3551 172.4314 11470.1982 
-13196.7558 3796.5514 22516.8486 
-11051.7593 4049.5868 31516.8919 
-3075.1332 7371.6968 45635.3446 
-5946.5998 123.4568 -9003.3958 
7377.0873 6367.7176 43633.9480 
-3678.9675 5143.3527 45046.5745 
-3987.1305 8824.6097 64353.1819 
-7118.3201 539.7408 10572.1299 
807.2944 2253.8516 10215.5839 
-6061.8438 1111.1111 11297.5922 
134.4453 539.7408 3731.9796 
-12181.9717 3796.5514 26615.3081 
1779.3418 6367.7176 40245.0091 
-10596.5557 368.3298 3580.3283 
-4195.8552 1396.7962 11575.2301 
-8026.7137 5143.3527 24507.8560 
-2673.5611 3314.9679 28735.9422 
933.8615 4310.7846 32988.7031 
6915.4172 5437.2003 32024.0023 
-113.2644 1886.5422 1688.0633 
7923.8345 8824.6097 62428.3700 
-9295.2325 1551.8825 13896.2266 
-7340.1975 5437.2003 26134.0571 
-2060.1611 2449.7500 15403.2581 
-3650.6549 449.9541 1670.8067 
3393.7508 6694.2149 59541.9741 
-5651.3304 9.1827 -1087.8904 
-7856.6591 2866.0341 26789.9566 
8737.3990 9600.0408 58235.5008 
-1344.7675 172.4314 6457.3127 
-9853.5564 9208.2441 62023.2560 
590.1634 743.8017 5069.2495 
-1488.5166 4580.1449 30568.3561 
-6641.0793 5739.2103 33837.1800 
8576.3630 6049.3827 34977.6020 
-74.6691 2653.8108 18342.2018 
9271.4428 858.0757 7610.4340 
2854.7292 1.0203 -1620.5317 
991.5980 449.9541 10316.0078 
-1097.8398 123.4568 9927.7942 
