2 100
-2048.5524 123.4568 -1460.8871 
125.6141 4310.7846 8932.9117 
492.4525 8449.1378 18387.3772 
28.0851 5143.3527 12834.7054 
-1033.5458 1396.7962 3944.4586 
-2674.2336 8081.8284 15523.9736 
2861.0816 4580.1449 10666.0899 
-2030.2354 1.0203 -2886.4837 
994.8642 2866.0341 6713.8093 
1840.5466 1886.5422 2451.7911 
-1883.8237 1249.8725 1299.2584 
3661.9925 82.6446 929.7144 
-2167.6182 5739.2103 8079.7886 
-696.7717 449.9541 -395.1339 
488.5004 6049.3827 10262.4412 
-556.4219 368.3298 -652.4415 
-1175.7365 4310.7846 7328.2381 
-808.5760 2066.1157 4588.6519 
-604.0292 3796.5514 8053.8769 
486.9135 6049.3827 12887.8721 
744.2341 4049.5868 9274.6823 
-1336.2665 5437.2003 10376.3862 
-1487.5055 123.4568 1835.2777 
373.4213 49.9949 -2337.9121 
-226.8149 7028.8746 11826.5353 
-2673.2244 8824.6097 14146.7744 
1230.0393 172.4314 238.6734 
1268.3641 1396.7962 2035.5052 
-1179.9392 5437.2003 10675.8556 
-1180.5840 637.6900 401.2907 
-1278.4785 9600.0408 17066.7876 
486.0361 1551.8825 3230.0260 
-552.2826 743.8017 1535.4614 
2289.3490 980.5122 -378.5806 
209.0053 6694.2149 14053.1597 
1548.3044 8824.6097 19276.5952 
-1078.1078 6694.2149 13681.0198 
23.2700 1111.1111 3409.2098 
2128.7182 10000.0000 18609.5127 
-1085.1169 1.0203 -1216.7752 
-1922.4573 7371.6968 16170.9168 
820.5846 2449.7500 4440.0743 
-738.5646 6367.7176 11895.4704 
-2509.8757 7371.6968 16594.8223 
-299.1168 3314.9679 6335.3556 
-2027.7773 1715.1311 4324.6748 
1444.2941 229.5684 143.8551 
351.5365 3086.4198 6325.8949 
-942.4512 5143.3527 6406.7683 
-3072.5645 5739.2103 12548.7582 
-2880.9792 9600.0408 21309.1563 
-3172.6772 9.1827 -1713.9924 
71.3348 2653.8108 5471.8727 
-3251.6511 3796.5514 10074.2756 
-2236.1102 539.7408 2356.3823 
480.0275 368.3298 1994.1000 
-2632.8580 743.8017 2290.4692 
1665.4018 9208.2441 17353.9165 
-767.0261 858.0757 -62.4458 
-2618.6066 858.0757 -87.3958 
-2236.6786 4580.1449 8589.8982 
-2120.6332 7028.8746 14717.8995 
63.0283 6367.7176 11827.7718 
1457.7614 294.8679 1252.5110 
-616.2333 2449.7500 5705.1706 
-170.3704 4049.5868 9023.1607 
-128.1657 3551.6784 5151.9459 
-934.9477 1111.1111 171.9110 
-1910.3728 1249.8725 5591.3216 
1292.8688 1551.8825 5379.9329 
-1435.5407 3551.6784 9700.9752 
819.8576 82.6446 442.6948 
2072.8481 2866.0341 4966.2167 
-149.9391 2653.8108 6994.4758 
1554.0143 4857.6676 11112.6153 
-1422.6600 980.5122 5331.5586 
-1162.6831 8449.1378 17668.5118 
2275.9856 172.4314 2893.1336 
-32.1999 4857.6676 9276.4914 
11.3764 1715.1311 3520.4046 
668.5713 3086.4198 5776.4557 
465.5585 229.5684 2447.3199 
-2654.1834 9.1827 -2824.0810 
-402.7412 49.9949 -1194.7641 
-38.0039 2253.8516 3991.9463 
1099.2917 2066.1157 319.5609 
-328.3747 25.5076 -1726.6120 
-530.8819 1886.5422 3346.2299 
-33.8167 25.5076 122.2790 
-2023.3327 7722.6814 14394.6028 
-731.8047 3314.9679 8531.1358 
1534.1054 294.8679 -113.8738 
-1343.0416 637.6900 1898.5321 
1562.1810 9208.2441 21017.2700 
293.4763 2253.8516 5550.4091 
1294.5348 449.9541 1047.7993 
-104.4459 7722.6814 15799.8741 
-208.9155 8081.8284 15394.0142 
1354.4086 10000.0000 22439.0874 
-420.6933 539.7408 -2432.9739 
