2 100
-61.1797 6367.7176 6899.0547 
1467.2393 3086.4198 2885.3860 
-440.6462 368.3298 -1155.4559 
67.5282 7371.6968 8320.6180 
1696.7289 1111.1111 1987.2712 
945.8876 3086.4198 3283.1100 
-536.4325 1111.1111 -658.1999 
-322.5405 1396.7962 705.0689 
-449.6821 172.4314 1180.0060 
186.2797 1396.7962 1472.5292 
783.9032 8081.8284 9138.1152 
-122.6450 4580.1449 4006.0058 
725.4372 743.8017 936.4128 
226.4929 229.5684 1533.7039 
181.6977 7722.6814 8545.1617 
1450.3639 1715.1311 3115.2840 
-462.2983 5437.2003 6299.7436 
-1961.3539 1715.1311 1360.9693 
-1704.7196 2866.0341 2386.9836 
-154.6471 9.1827 90.2888 
-320.6562 539.7408 2158.7133 
1259.2934 449.9541 760.6245 
276.1354 10000.0000 12904.1197 
-617.1612 8081.8284 7761.3258 
700.4878 637.6900 358.5044 
205.9857 82.6446 1190.4949 
597.6414 2253.8516 3124.0320 
-1101.3786 980.5122 -836.2856 
1047.2164 7371.6968 6115.9187 
162.4220 4580.1449 5372.4947 
169.7157 123.4568 -1132.8760 
525.4823 9600.0408 10380.0875 
-562.5259 5739.2103 6322.8370 
-146.9170 5739.2103 5471.9089 
623.5579 637.6900 1662.5444 
260.3179 1.0203 -1426.4771 
-353.4966 2449.7500 2228.2771 
-85.4492 1249.8725 1031.8609 
-1356.9776 743.8017 601.5226 
-19.9693 2066.1157 2717.0316 
-1287.7283 8449.1378 9067.2312 
1035.8815 172.4314 739.2170 
-1977.2782 82.6446 188.0493 
-44.2501 2449.7500 2357.8476 
-906.8613 123.4568 -1672.4084 
1122.3880 4857.6676 5102.4971 
83.0957 9208.2441 8775.7941 
564.6769 3796.5514 3120.9485 
-61.2463 294.8679 14.9258 
-1460.6773 2866.0341 4571.9941 
102.7526 5143.3527 4832.0709 
-1254.2229 25.5076 -917.4066 
-217.9485 3314.9679 1446.4042 
54.3291 1886.5422 2191.1867 
302.7244 1886.5422 1011.6605 
548.9662 2066.1157 1925.2059 
-649.4637 6049.3827 6929.7689 
-269.3362 1.0203 -1589.2300 
-523.8769 8824.6097 6836.5306 
629.6252 9208.2441 8272.9207 
-1231.0218 1551.8825 2504.4514 
-1008.9950 4310.7846 3550.5850 
-109.5912 4310.7846 5625.3687 
70.6777 25.5076 -286.6532 
498.8233 294.8679 484.7270 
581.3757 4049.5868 4019.5323 
641.5172 2253.8516 1650.1808 
220.8910 3314.9679 3611.4492 
-871.7196 4049.5868 2289.7611 
141.7229 1551.8825 1198.4844 
-216.2644 858.0757 570.2508 
1306.0350 10000.0000 8112.2958 
-71.9262 980.5122 883.7111 
-261.1732 7028.8746 7839.7841 
82.4980 6049.3827 4848.7574 
-1030.7189 3796.5514 3721.6066 
-698.8157 5437.2003 4647.6936 
-758.9131 49.9949 1394.6080 
898.9067 449.9541 -406.6477 
-334.6296 6694.2149 8249.7664 
-431.4148 9600.0408 10546.4298 
219.0467 49.9949 61.9705 
376.5692 368.3298 387.2417 
63.6540 9.1827 439.4323 
1434.1086 5143.3527 4650.2757 
-295.5795 3551.6784 4566.1496 
474.5070 2653.8108 2421.7187 
-613.8103 229.5684 85.6114 
1318.0829 2653.8108 2583.1171 
-346.5047 3551.6784 3742.7018 
-1479.3254 8449.1378 7942.9792 
-1350.7193 6694.2149 6923.3411 
-238.5801 8824.6097 7935.3445 
536.0557 4857.6676 4011.3541 
1272.2427 7722.6814 6986.7426 
-512.9844 858.0757 938.0385 
222.4487 6367.7176 6359.3967 
159.0671 539.7408 254.3627 
-194.5767 1249.8725 1341.0562 
1183.7519 7028.8746 8282.8662 
