2 100
-1109.3459 123.4568 1569.3732 
529.5725 1715.1311 6473.7102 
73.5767 8449.1378 15340.6644 
179.8738 229.5684 -795.9072 
-102.6859 2066.1157 6480.3859 
-77.4821 1715.1311 5686.4218 
-373.0740 4857.6676 5389.3220 
-2852.5623 3314.9679 5189.2944 
1529.3587 1396.7962 2335.3617 
-1690.7731 5143.3527 9539.9214 
-1450.8611 2653.8108 5750.6958 
-759.2889 9.1827 -2816.5897 
492.9066 9600.0408 19546.8266 
-3137.0323 3086.4198 7947.4338 
-1888.5053 7028.8746 17435.6436 
-2095.0717 3086.4198 9321.2843 
-3014.1025 1111.1111 408.4994 
1450.1787 10000.0000 21456.2643 
-1189.8980 25.5076 896.7924 
302.9248 1249.8725 2460.5497 
-56.5904 1551.8825 3525.1400 
60.9375 743.8017 865.1798 
1186.4484 858.0757 822.0838 
-933.9175 2253.8516 6497.4283 
23.3202 637.6900 1500.2463 
-1971.9110 4580.1449 8972.4871 
995.0735 3796.5514 7812.4481 
-689.6464 2449.7500 4395.8735 
531.3297 2253.8516 5309.7843 
1351.6340 9600.0408 16774.9847 
1829.8465 368.3298 3363.0619 
-887.3821 49.9949 3679.4110 
1022.6927 5143.3527 10227.6455 
1752.1757 1249.8725 2432.0781 
-36.1378 2653.8108 4469.9047 
1086.8350 3796.5514 6254.3960 
1388.1423 2449.7500 2555.8990 
1603.3848 3551.6784 7477.0819 
1142.8803 6049.3827 12403.0310 
-3652.9557 8449.1378 17951.6855 
-214.3523 1396.7962 5044.6074 
-159.2227 2066.1157 3771.0572 
2948.5679 294.8679 1984.2740 
-708.7064 1886.5422 2664.1619 
-2446.7796 8081.8284 14378.3551 
-3437.4060 172.4314 -1221.3915 
-2109.1226 7371.6968 15057.3151 
1326.7054 1.0203 2612.9590 
-2623.1093 25.5076 2006.4541 
2681.5229 539.7408 3245.3767 
-2136.4312 539.7408 2278.4651 
-605.3175 8824.6097 20246.0223 
2020.0786 9.1827 -1929.5463 
1732.7128 7722.6814 13175.2595 
-37.2007 2866.0341 5476.7681 
275.6815 9208.2441 17806.2843 
-1249.8619 6049.3827 12449.0649 
-457.4855 858.0757 3607.0315 
1792.1047 3551.6784 3349.0908 
-2483.9795 3314.9679 7709.2457 
-2156.4050 49.9949 3360.4193 
227.8741 5739.2103 11003.1716 
-1118.7472 172.4314 1441.8006 
-426.2833 5739.2103 14053.8313 
522.2824 1886.5422 3858.9748 
183.5415 368.3298 433.7696 
1758.6057 82.6446 3374.5040 
-193.9983 980.5122 1394.9527 
-118.5984 6367.7176 13020.2304 
-973.4550 8824.6097 19553.7864 
-830.9141 743.8017 -2172.4377 
946.2404 4310.7846 6188.2947 
2223.0874 4049.5868 9500.6781 
2284.9742 7722.6814 16216.4487 
-625.5741 4580.1449 6471.8398 
-2319.1186 8081.8284 12979.2654 
2.5581 449.9541 -458.8770 
-1795.4179 637.6900 2991.6425 
-928.9215 123.4568 -21.2342 
1670.1731 82.6446 3220.1547 
938.4310 294.8679 -140.2047 
1160.9920 1111.1111 1580.7850 
-56.5131 229.5684 3443.7285 
-39.3232 4857.6676 9839.4646 
576.5890 4049.5868 5560.1884 
-448.2360 6694.2149 13734.4648 
-529.6781 2866.0341 7346.0148 
-2162.7309 4310.7846 9475.8411 
-1332.3705 5437.2003 11351.3004 
-1577.7605 6367.7176 13009.5075 
-1514.7069 1.0203 -889.9651 
-789.0879 1551.8825 6401.1044 
275.2251 7371.6968 12317.3615 
-432.6472 5437.2003 9091.6085 
-646.5626 9208.2441 17945.0890 
-3771.9639 449.9541 2359.1959 
3411.8207 6694.2149 12308.0030 
2766.6461 7028.8746 10844.9464 
632.9832 980.5122 1355.8682 
-317.2409 10000.0000 18084.7908 
