2 100
-10607.5681 172.4314 -3709.4118 
1607.3557 4857.6676 24457.6559 
5622.6872 743.8017 2944.8086 
-2115.0879 294.8679 -1348.5822 
-1952.8914 3796.5514 16572.5215 
-4378.1749 1111.1111 404.3798 
-8808.2032 1715.1311 18210.1677 
-8803.9309 637.6900 9673.2970 
7164.3806 368.3298 5158.1771 
-611.0218 1249.8725 5681.2404 
3981.6441 3551.6784 14964.4724 
-7090.9622 10000.0000 64067.6726 
5209.5503 49.9949 1723.1647 
-2040.3175 7028.8746 41533.9127 
-3138.9247 25.5076 92.2349 
3306.2341 3086.4198 28339.4443 
4494.9428 3551.6784 16518.1177 
-2558.5289 172.4314 3593.6190 
6152.1191 5437.2003 35744.6235 
-73.8805 4580.1449 27138.3614 
-7939.1380 2653.8108 19357.2029 
-602.1086 6049.3827 29351.1582 
-5374.0733 3796.5514 17210.2592 
5023.9995 449.9541 4065.5219 
-5004.4754 3314.9679 19277.1527 
7169.5351 4310.7846 22366.5871 
8820.8594 4049.5868 21534.0869 
-1200.9641 2253.8516 8893.4787 
1176.7805 858.0757 1926.7235 
-4766.3106 4857.6676 30286.7624 
-782.6167 1249.8725 2582.6999 
-7623.2798 8449.1378 41287.4469 
300.8895 5143.3527 29725.5668 
4051.2455 1.0203 651.8663 
5565.7039 123.4568 3609.8725 
-10883.7926 7371.6968 48965.2710 
2205.1721 1886.5422 11849.6412 
6597.5590 49.9949 -7670.4345 
-4262.9082 1715.1311 9537.1997 
8538.4867 1396.7962 1543.5196 
-714.9863 4310.7846 24248.9157 
-2332.5891 980.5122 4060.0343 
-2347.4664 7722.6814 48819.7531 
-5995.5225 9600.0408 61599.1671 
-724.5242 4049.5868 26363.7394 
3161.9476 1551.8825 5808.9678 
6795.5665 1111.1111 9755.9164 
-2925.3292 6694.2149 36545.2022 
3077.5894 82.6446 2535.7370 
7925.4748 858.0757 5005.5703 
-3434.9724 449.9541 1305.5334 
7343.9969 8824.6097 50520.5312 
1862.0197 743.8017 12558.5338 
1971.3115 980.5122 12461.6242 
-730.1539 368.3298 1965.8756 
-5572.1499 2066.1157 21026.3581 
-6061.4318 5739.2103 40825.8801 
-232.7844 294.8679 6451.6216 
3297.8709 9208.2441 45472.9517 
3588.0669 2066.1157 6670.0141 
7313.4696 25.5076 1823.1869 
2923.7298 539.7408 3676.4031 
10976.7965 2449.7500 13366.5430 
11359.9942 8081.8284 47482.5327 
100.4647 10000.0000 57179.9112 
-3529.2475 123.4568 -10775.5611 
986.6377 1396.7962 -410.8433 
6719.2729 82.6446 -3917.4492 
2896.9147 2253.8516 7567.8562 
-4510.8616 6367.7176 46963.2696 
89.2240 5739.2103 34102.9941 
997.9105 8449.1378 41549.2641 
1122.6116 2653.8108 13695.6963 
6132.3968 229.5684 1980.2137 
-1555.5259 9.1827 -2419.0153 
2148.6158 1551.8825 10112.3674 
3926.0909 5437.2003 23289.7025 
198.1347 1.0203 -3527.5889 
-2266.7160 7371.6968 44574.8439 
1869.7291 2866.0341 23536.1054 
16.3481 8824.6097 48615.3519 
1476.5739 2866.0341 23549.6912 
-8046.6816 1886.5422 17095.4606 
7452.2116 6694.2149 32125.7365 
-5009.1042 7722.6814 51697.0807 
2774.2136 637.6900 -5966.6708 
-6429.6669 9600.0408 54870.3528 
761.0250 3086.4198 18575.6776 
6285.3754 2449.7500 23636.0976 
540.9211 8081.8284 47982.5905 
-2284.2381 6367.7176 30752.3203 
965.3921 5143.3527 29670.9480 
57.3529 9.1827 -1125.1931 
10512.9719 4580.1449 25486.7256 
5559.7792 6049.3827 45866.6071 
114.1727 9208.2441 55674.8573 
4656.5591 3314.9679 15927.8000 
274.6998 229.5684 8284.5038 
-2878.7227 539.7408 6033.3298 
-6323.4079 7028.8746 38183.9667 
