2 100
-3519.3479 8824.6097 92923.9332 
4188.4126 3551.6784 23653.2862 
-5984.7853 1249.8725 3423.4100 
-8136.2760 82.6446 15690.7360 
3511.2989 4049.5868 45090.0925 
-16604.0653 3314.9679 27293.3987 
3379.4128 1396.7962 8556.7995 
6900.5624 4857.6676 62506.8055 
-1084.3514 5143.3527 49512.4966 
-1857.3074 1551.8825 18342.5169 
-4450.6603 1396.7962 12652.6487 
3049.3940 4310.7846 42642.7507 
590.5007 123.4568 768.2894 
1660.9954 172.4314 -9802.2050 
2549.4817 6367.7176 71752.6049 
3670.8902 9208.2441 96433.8232 
-2525.7838 539.7408 3148.4357 
-4776.0587 2449.7500 19422.5234 
18082.9207 980.5122 7302.8941 
-4950.6456 2066.1157 35507.3632 
-4099.1779 9.1827 -18660.4190 
-4138.5517 980.5122 11271.7157 
6577.6029 1111.1111 23708.0927 
2227.4805 8081.8284 63305.6310 
17904.1150 2449.7500 16459.9617 
-11914.8961 8824.6097 74293.7647 
-557.8549 5739.2103 61124.8876 
12163.0479 49.9949 -4050.0582 
2297.7810 2653.8108 31837.6376 
219.3417 3314.9679 21659.2457 
13374.3175 858.0757 8618.2580 
-4742.8721 2653.8108 24404.8946 
-363.0420 294.8679 2340.8428 
-9072.9085 858.0757 11992.1999 
4304.3890 7371.6968 73104.2511 
-5855.8579 123.4568 1361.7603 
-9858.1184 743.8017 3620.9843 
-2647.8826 2253.8516 18841.1094 
11064.4993 9600.0408 81488.8197 
-4561.9176 1551.8825 31998.4803 
369.5851 294.8679 7866.1188 
-1554.3442 2866.0341 34607.0802 
-16734.6031 7028.8746 71409.0460 
4628.4449 25.5076 2061.3201 
-2419.2864 1.0203 -5200.6085 
-8627.3480 449.9541 13457.5393 
-3444.8068 4310.7846 46143.7549 
14339.7055 82.6446 6147.0035 
-862.6135 6049.3827 62522.0964 
4594.8829 4857.6676 36486.4623 
11697.5793 1.0203 -4024.3338 
-8325.6352 172.4314 6136.9980 
7374.1174 49.9949 -804.0766 
15547.9839 6694.2149 78121.4913 
-405.0191 2253.8516 21251.3620 
-9240.4938 4049.5868 29987.4060 
3870.9902 539.7408 1746.7650 
-6252.6339 1715.1311 35956.7459 
13711.1106 8081.8284 76817.6301 
-1870.5261 1886.5422 12584.7194 
-2523.1542 4580.1449 29333.1333 
-1093.7423 5739.2103 64985.2627 
8615.9057 1886.5422 16669.5360 
14706.0795 3551.6784 41441.4277 
-5563.3666 7722.6814 75690.4447 
7960.7683 6049.3827 73098.6692 
-536.6656 7722.6814 76159.2723 
-355.0842 6367.7176 64119.5296 
-3811.3075 8449.1378 88997.3622 
7358.4337 5437.2003 64277.1747 
-9525.2462 10000.0000 95377.6835 
4072.6799 5143.3527 54288.4779 
-13627.1912 3086.4198 23342.8660 
-15452.8649 1715.1311 17635.1091 
1900.0378 2866.0341 41716.6203 
-6692.4183 3796.5514 35905.6409 
945.8961 7028.8746 69518.4878 
-11379.6483 743.8017 5153.2290 
1172.6271 2066.1157 36167.6902 
-4405.7507 637.6900 7834.1845 
-11660.0975 6694.2149 70627.2175 
2116.9820 9600.0408 96835.8404 
8781.1338 637.6900 18411.5351 
-1187.0990 368.3298 4496.2221 
1871.3130 10000.0000 97100.9482 
-9213.6635 25.5076 709.2113 
-611.7614 229.5684 1007.7475 
-13063.4813 1111.1111 -1754.9503 
-4206.0866 1249.8725 16408.4000 
1608.1848 9.1827 -4015.3236 
-7189.8378 8449.1378 77771.7673 
-15358.8804 449.9541 640.2902 
-11342.0066 5437.2003 47998.1371 
14148.9100 368.3298 15025.9662 
5461.5208 229.5684 3887.3665 
8960.9464 4580.1449 53051.8799 
-3186.7200 3086.4198 28529.6384 
-85.4097 9208.2441 97905.8410 
6745.9514 3796.5514 30726.0436 
2957.2756 7371.6968 77030.5726 
