2 100
7503.6189 7371.6968 55986.7294 
-7491.4890 449.9541 6713.6036 
2872.3331 10000.0000 68236.0649 
11740.8456 368.3298 2888.6889 
-1466.4765 9600.0408 72949.7871 
-377.3712 3086.4198 15578.5270 
1469.8005 1886.5422 11990.1620 
-9127.2061 25.5076 281.8155 
247.0409 49.9949 -169.4248 
-331.8586 294.8679 -11024.0901 
-2518.0230 9600.0408 62691.1025 
12151.8677 2653.8108 18178.6424 
-7735.4292 5437.2003 34369.8954 
455.4745 1396.7962 10535.3891 
-163.3280 5143.3527 25417.1458 
-1759.2057 1.0203 2616.7498 
-2803.6399 1396.7962 11300.0112 
1765.4707 2866.0341 20888.1360 
-8426.9609 5739.2103 34985.8417 
6171.7278 49.9949 -5294.7171 
-5570.4099 637.6900 377.8446 
-742.2502 1715.1311 21695.2605 
-996.7054 4580.1449 32970.9146 
1513.0940 6367.7176 46020.5128 
3876.2797 2653.8108 9262.2294 
1437.4225 1111.1111 6841.3101 
-8995.1807 82.6446 1682.6112 
6730.3086 10000.0000 70178.3990 
38.0335 1551.8825 11240.7173 
-1597.6731 2066.1157 9925.0966 
8931.1760 6367.7176 43391.4814 
-7353.2932 4310.7846 37881.3838 
1957.3134 2449.7500 14322.1506 
-6519.3501 2253.8516 16332.1809 
13347.3464 8824.6097 59222.5348 
11951.3697 172.4314 569.2374 
-493.3368 3086.4198 27186.6806 
8825.2970 9.1827 10052.9345 
-7333.2095 9.1827 -5553.8517 
7889.8501 858.0757 10792.6393 
10537.9878 5437.2003 29530.6641 
2446.7243 4049.5868 27219.3803 
1263.6126 637.6900 4348.8532 
572.2403 449.9541 3251.6906 
-8560.8682 4049.5868 23720.7639 
74.4234 1.0203 9571.9392 
7589.0548 7722.6814 43117.7560 
493.3596 3796.5514 25446.1325 
11379.2055 1715.1311 13716.4164 
5173.2797 7371.6968 42443.0551 
-2195.3560 539.7408 3494.6313 
8873.0023 4310.7846 39461.9727 
145.3421 123.4568 1383.3454 
4184.0953 8449.1378 50483.7891 
5789.3984 3796.5514 24787.9507 
2571.7688 980.5122 4171.3245 
5380.9934 7722.6814 52805.8352 
589.5912 172.4314 -1352.9443 
2178.2012 743.8017 8274.8552 
2928.8345 743.8017 2174.9856 
4739.4986 123.4568 4519.0005 
-13605.0166 9208.2441 66105.1737 
-7361.5892 4857.6676 28045.7482 
-2458.9202 3314.9679 30541.4586 
-2109.8001 229.5684 -34.8832 
-11388.6395 1249.8725 6614.0746 
-11457.3624 3551.6784 18577.3216 
-7336.4828 3314.9679 17956.7733 
883.7275 294.8679 2582.6160 
3653.5982 8081.8284 45549.4723 
-9329.8855 5143.3527 34499.1018 
-3783.6165 980.5122 3907.7756 
3263.2134 2066.1157 9480.1158 
11405.9508 539.7408 10076.0178 
10128.4698 7028.8746 51293.3982 
-339.4715 9208.2441 54055.3372 
3973.6185 1886.5422 15259.8108 
-7941.1651 3551.6784 32079.9002 
3467.3287 25.5076 12946.2677 
3689.4593 6694.2149 59970.0824 
7369.5605 1551.8825 6869.4428 
-47.8093 8449.1378 52469.9056 
-4965.9940 4857.6676 29439.9252 
6343.3023 7028.8746 48605.8386 
-7421.4963 368.3298 772.4189 
8825.4880 6049.3827 42113.8617 
4599.5767 6049.3827 34557.0242 
1936.7047 4580.1449 31080.9948 
139.3002 82.6446 -1328.2061 
3586.4027 8824.6097 59977.9538 
1235.6288 5739.2103 32631.8660 
21.1477 229.5684 1651.2700 
-3656.4928 2866.0341 33366.1576 
138.9801 6694.2149 48281.4750 
-187.6575 8081.8284 56044.5969 
6167.5596 858.0757 2317.1032 
9272.4794 2449.7500 16605.7434 
-41.5329 1111.1111 7646.8898 
11313.7059 1249.8725 12172.4303 
-2601.8551 2253.8516 4233.6812 
