2 100
-57.9338 5739.2103 6431.5390 
136.3581 6694.2149 8396.6862 
716.4341 743.8017 406.9164 
-937.2696 3551.6784 3567.6108 
-535.0112 1111.1111 923.1286 
-59.2633 9208.2441 7972.9796 
-69.1424 4049.5868 3410.3100 
70.5473 4580.1449 5264.1479 
-62.4664 8081.8284 7094.3686 
1664.7474 172.4314 -513.5857 
-91.6599 3314.9679 2681.1196 
-96.2532 6049.3827 6915.8986 
1026.5381 7028.8746 7432.9000 
-8.0615 1.0203 -30.5114 
1205.2800 8824.6097 9045.6736 
1205.3394 4310.7846 4074.8852 
-84.4374 5143.3527 6026.0103 
98.1132 5437.2003 6344.0391 
487.7183 1396.7962 -654.8511 
836.0408 9600.0408 9071.3655 
-544.1983 6367.7176 4801.2777 
283.4148 2066.1157 2450.6080 
50.1530 449.9541 525.6459 
207.1037 2066.1157 1651.3020 
742.8123 1715.1311 1109.9627 
-1677.7668 858.0757 1109.7273 
-852.7757 9.1827 317.8092 
86.4674 10000.0000 8825.1737 
-402.4337 7371.6968 8353.9155 
-1125.7124 123.4568 898.2656 
807.5498 2449.7500 3478.4507 
-576.9972 3086.4198 2996.2367 
-557.2138 2253.8516 1992.6928 
769.5294 1.0203 444.4521 
-357.2376 123.4568 -292.5898 
-834.0831 4049.5868 2997.6677 
1781.2929 229.5684 -534.0540 
74.6917 294.8679 1608.1633 
1366.3198 980.5122 1523.2562 
-132.2368 1249.8725 864.1023 
683.0857 6694.2149 4902.1239 
972.8514 4580.1449 4890.2515 
40.0310 3551.6784 5304.0112 
-1468.6800 858.0757 544.9178 
2.0967 3086.4198 3624.6627 
-19.2837 368.3298 167.5960 
-938.2849 3796.5514 5781.8141 
-1053.7280 2253.8516 3180.4259 
-946.7157 25.5076 -407.8129 
316.8765 4857.6676 3728.8154 
-251.8666 7722.6814 9973.0880 
-647.6884 25.5076 498.7499 
54.3005 5437.2003 6348.1655 
-108.8294 1551.8825 2040.8646 
100.0956 8449.1378 7731.0781 
-851.9542 539.7408 114.8967 
768.6083 82.6446 -11.6572 
-500.9369 5143.3527 4425.9181 
507.9599 1249.8725 449.6244 
1052.1588 2449.7500 672.3246 
-1408.6467 2653.8108 2255.6472 
196.9970 172.4314 -155.4335 
558.8645 7371.6968 6448.0935 
-173.4471 1886.5422 822.0151 
170.0153 7028.8746 7823.9485 
1001.6013 9208.2441 10418.8566 
65.9265 7722.6814 7130.0746 
260.6403 5739.2103 4976.3882 
-213.4386 637.6900 -847.6244 
1059.6726 449.9541 -1102.5267 
-74.9851 3314.9679 3953.1783 
218.2147 229.5684 -921.9113 
-345.5610 49.9949 1803.3534 
-1347.3191 637.6900 1536.6973 
181.9849 2866.0341 2460.5420 
-747.9245 82.6446 -76.0426 
-1883.4027 1396.7962 1724.2278 
-225.3612 368.3298 606.4612 
-511.7195 1111.1111 1221.1634 
-17.3626 9.1827 679.8573 
1028.1974 49.9949 -956.7396 
-1576.0579 6049.3827 6467.0912 
-1212.6272 1886.5422 1673.4804 
-158.9782 4857.6676 5231.6897 
1810.5553 539.7408 356.0140 
21.1223 1715.1311 658.8393 
490.0041 743.8017 516.4925 
219.1794 294.8679 756.7218 
170.7527 1551.8825 2633.9643 
-13.8597 2866.0341 4272.3165 
1996.4619 4310.7846 5154.2137 
1484.0214 10000.0000 10172.6407 
1515.0907 9600.0408 8156.7551 
-1034.8187 8824.6097 6165.6011 
924.2517 2653.8108 2677.1100 
-1179.1755 3796.5514 2759.0547 
116.5894 980.5122 1178.3306 
-147.2534 6367.7176 8177.3402 
372.3236 8449.1378 9364.1779 
438.7935 8081.8284 9382.6902 
