2 100
-2966.6105 9600.0408 79049.1884 
10573.5114 368.3298 12324.4001 
1457.5156 9600.0408 85958.4083 
-1737.6265 6367.7176 63624.5514 
-2476.4897 980.5122 10167.8083 
-2006.3095 4857.6676 58382.4380 
-5575.6946 25.5076 3380.3156 
-6811.3846 2449.7500 24187.5757 
4471.1292 2653.8108 19552.6870 
-195.7032 6694.2149 57100.9297 
1847.8881 3796.5514 22922.0001 
-3533.4805 8449.1378 88099.7260 
9646.8546 9208.2441 79205.3914 
2528.1843 4857.6676 56819.0451 
4981.9002 1.0203 2901.7671 
-13151.8806 6367.7176 67352.4943 
-98.7342 8449.1378 76037.4160 
16313.5997 1.0203 -3311.6886 
-4484.6494 294.8679 -6949.2915 
5630.0465 1249.8725 14370.3976 
6667.4956 8824.6097 94754.8540 
-3655.0521 4310.7846 37833.3129 
-8094.1117 2066.1157 11982.9767 
15607.1270 3551.6784 36167.9906 
4833.6525 8081.8284 78533.1067 
-13090.7985 743.8017 -1446.6440 
-11683.0418 2866.0341 13587.7142 
-7511.5788 4049.5868 49386.6568 
10156.6845 368.3298 3189.0613 
-10701.2005 7371.6968 75310.0620 
-2069.4305 294.8679 -1520.1811 
5153.1733 1249.8725 13775.7750 
373.0932 1715.1311 15175.1457 
-492.3014 637.6900 6290.7347 
-5648.7812 2866.0341 11875.7130 
3082.9776 3314.9679 30206.5259 
8331.1491 1886.5422 29905.7570 
16911.9971 8824.6097 77052.8317 
1083.8370 7028.8746 70393.7218 
-1031.3347 1111.1111 1660.7752 
-5367.1382 539.7408 4667.2851 
-5141.0525 4049.5868 39756.4103 
-550.9780 5739.2103 46656.4437 
-6823.0924 1111.1111 4389.7272 
8376.8449 9.1827 509.8173 
3312.0244 4580.1449 47504.5742 
-2819.6515 743.8017 4829.5326 
-6197.6084 1715.1311 27615.4942 
-809.7628 2066.1157 20264.4017 
-1067.5673 3314.9679 27901.3725 
2993.0042 3086.4198 35894.1985 
2680.6536 6694.2149 50041.1194 
-4044.7218 1551.8825 7069.9773 
-1164.6441 123.4568 6489.5631 
-7448.3093 7722.6814 71919.6180 
-6195.8374 8081.8284 61244.7043 
-11707.9740 4580.1449 39549.8806 
-2790.4927 5437.2003 47281.8728 
-5668.3930 82.6446 10636.8958 
-232.6921 637.6900 -1305.7772 
12376.0787 7722.6814 68697.2995 
-1897.0056 3086.4198 28454.1224 
-640.7875 172.4314 17575.7905 
-2015.7366 123.4568 1296.6594 
-6854.3999 5143.3527 48177.7628 
14839.5392 172.4314 6032.4650 
11924.2140 2253.8516 25050.0499 
11333.8137 2449.7500 17679.3594 
9166.0235 3551.6784 38613.9703 
8966.5347 7028.8746 57660.9508 
830.8540 229.5684 1439.5439 
-11567.2692 4310.7846 52599.5519 
6882.2250 1551.8825 20608.2435 
8540.3861 82.6446 -7753.9151 
1996.7529 1396.7962 12492.1579 
-6255.8895 5739.2103 67823.5641 
142.8124 49.9949 -4088.0242 
4818.0689 25.5076 2650.0190 
4745.2780 539.7408 3116.4074 
5914.3768 449.9541 4929.5447 
-11118.1880 1396.7962 26619.3437 
8984.6371 5437.2003 33783.4087 
9311.1077 858.0757 10446.6892 
-4509.7638 10000.0000 83558.5422 
931.8994 6049.3827 55310.0684 
5677.2972 229.5684 -8292.8320 
-13141.6681 3796.5514 34565.0854 
-3644.9921 1886.5422 12791.8421 
10523.9919 980.5122 -4275.1898 
10928.5525 2653.8108 26108.7703 
9494.7045 9.1827 -2357.5569 
5357.8287 9208.2441 85365.0945 
-4553.6143 6049.3827 58607.9244 
-1148.5674 5143.3527 46291.9642 
-5508.9143 858.0757 7155.5476 
-1206.5664 7371.6968 66457.9794 
251.2565 10000.0000 89514.3760 
-6343.6219 49.9949 13792.9417 
-5835.1573 2253.8516 20545.6443 
9602.5888 449.9541 11446.2706 
